nid,bib_number,title,year,publication,members,creator_1_name,creator_1_lcsh,creator_1_relator,creator_1_relator_old,creator_2_name,creator_2_lcsh,creator_2_relator,creator_2_relator_old,subjects,subjects_old,aps_subjects,aps_subjects_old,record_source,editions,editions_note,holding_note,references,external_permalink,external_permalink_old,aps_permalink,nid_old,created_by,admin_notes,needs_remediation
6938,67.001,"Articles of agreement and association : made and executed the 26th day of October, in the year of our Lord one thousand eight hundred and one, between the members of the Asylum Company.",[1801],[Philadelphia: s.n.],4638,Asylum Company,n85316839,Author,Corporate Author,,,,,314|1539|2333,314|1539|2333,60|16|40|21,16|21|40|60,AAS,1x 1801,One edition.,,,https://catalog.mwa.org/vwebv/holdingsInfo?bibId=273146,https://catalog.mwa.org/vwebv/holdingsInfo?bibId=273146,,19492,AM,,
6359,291.001,An address from the clergy of New-York and New-Jersey to the Espiscopalians in Virginia; occasioned by some late transactions in that colony relative to an American episcopate ...,1771,New-York : Printed by Hugh Gaine ...,4443,"Auchmuty, Samuel, 1722-1777",n83179211,Contributor,Contributor,,,,,608|954|610,608|610|954,62,62,APS,1x 1771,One edition.,APS owns two copies.,Sabin 16585|Evans 12021|Evans 12037,http://opac.amphilsoc.org/cgi-bin/koha/opac-detail.pl?biblionumber=31250,http://opac.amphilsoc.org/cgi-bin/koha/opac-detail.pl?biblionumber=31250,http://opac.amphilsoc.org/cgi-bin/koha/opac-detail.pl?biblionumber=31250,22886,JF,,
5274,358.007,Encyclopédie méthodique : histoire naturelle des animaux.,1782-1825.,"Paris: Chez Panckoucke, libraire, hôtel de Thou, rue des Poitevins : Liège: Chez Plomteux, imprimeur des Etats",4343,"Audinet Serville, M. (Jean Guillaume), 1775-1858",n87125711,Contributor|Editor,Contributor and Editor,,,,,3110|2364|2539|225|1461|1592|924|2362|226|1883|1887|1670|926|2538|2363|399|1672|400|3109|1671|3113|800|227|927|1459|1215|402|2537|1880|801|1458,1880|3109|1670|399|2362|225|2537|1458|1883|3110|1671|400|2363|226|2538|1459|227|402|1461|1672|1887|2364|2539|3113|924|853|926|927|800|801|1592,,,WC,1x 1782-1825 (Paris and Liège),"Editions unknowable: the 206 volume Encyclopédie méthodique counted hundreds of authors as contributors and appeared in translations and as excerpts across the globe over decades. Daubenton was the lead author of the 10 volumes of the natural history, which garnered a separate imprint, noted here.","APS holds volumes <a href=""https://opac.amphilsoc.org/cgi-bin/koha/opac-detail.pl?biblionumber=156061"">1</a> and <a href=""https://opac.amphilsoc.org/cgi-bin/koha/opac-detail.pl?biblionumber=126330"">3</a> of Daubenton's 10 v. contribution only. Researchers can find extant holdings of the broader <a href=""https://opac.amphilsoc.org/cgi-bin/koha/opac-search.pl?idx=&q=se%2Cphr%3A%22Encyclop%C3%A9die+m%C3%A9thodique%22"">Encyclopédie here</a>.",,http://www.worldcat.org/oclc/4170680,http://www.worldcat.org/oclc/4170680,https://opac.amphilsoc.org/cgi-bin/koha/opac-detail.pl?biblionumber=156061,27588,JA,,
6685,192.001,"A compleat system of the revenue of Ireland, in its several branches of import, export, and inland duties. Containing, I. An abridgment of all the English and Irish statutes now in force relating to the revenue of Ireland, alphabetically digested under proper heads, with reference to the acts at large. II. The former and additional book of rates inwards and outwards, with the neat duties payable on each species of goods therein mentioned, and the neat re-payment on exportation of foreign goods in time, affixed to each denomination; all discounts deducted. III. A distinct view of the duties which compose the body of the revenue of Ireland, according to their several denominations; wherein the nature and extent of each is fully explain’d: with the method of computing and collecting the same. IV. The method of making entries inwards and outwards: Of granting and obtaining praemiums, debentures, &c. The usual tares and allowances, with tables of fees, and other useful tables : directions to masters of ships, &c. calculated for the use of all officers, merchants, masters of ships, and other concerned in the revenue or trade of Ireland. By Thomas Bacon, of the custom-house, Dublin. Ordered to be published by the Chief Commissioners and Governors of His Majesty’s Revenue of Ireland.",[1737],"Dublin: printed by R. Reilly, for the author, and are to be sold by the booksellers",4541,"Bacon, Thomas, approximately 1700-1768",nr90021975,Author,Author,,,,,2375|1089|753|1003,2375|753|1089|1003,16,16,ESTC,"2x 1737 (Dublin), 1x 1744 (Dublin)",Three Dublin editions: two in 1737 and one in 1744.,,,https://datb.cerl.org/estc/T112887,http://estc.bl.uk/T112887,,21726,JA,,
6680,192.002,"Four sermons, preached at the parish church of St. Peter, in Talbot County, in the province of Maryland, by the Rev. Thomas Bacon, ... viz. two sermons to black slaves, and two sermons for the benefit of a charity working-school, ...",1783.,"[Bath]: London: printed by John Oliver, in the year, 1753. Re-printed at Bath, by R. Cruttwell",4541,"Bacon, Thomas, approximately 1700-1768",nr90021975,Author,Author,,,,,171,171,65|62|64,62|64|65,ESTC,1x 1783,One edition.,,Sabin 2685,https://datb.cerl.org/estc/N7417,http://estc.bl.uk/N7417,,21734,JA,,
6683,192.003,"Four sermons, upon the great and indispensible duty of all Christian masters and mistresses to bring up their negro slaves in the knowledge and fear of God. Preached at the parish church of St Peter in Talbot County, in the Province of Maryland.",[1750],"London: Printed by J. Oliver, in Bartholomew-Close, near West-Smithfield",4541,"Bacon, Thomas, approximately 1700-1768",nr90021975,Author,Author,,,,,376,376,65|62|64,62|64|65,ESTC,"1x 1750 (London), 1x 1813 (Winchester, VA)","Two editions: one in 1750 (London) and one in 1813 (Winchester, VA).",,Sabin 2686|Evans 40646|Shaw-Shoemaker 27769,https://datb.cerl.org/estc/T4248,http://estc.bl.uk/T4248,,21731,JA,,
6681,192.005,"A sermon, preached at Annapolis, in Maryland, before a society of free and accepted Masons, in the parish church of St. Anne, June 25, 1753.",1753.,"[Annapolis]: Printed and sold by Jonas Green, in Charles Street",4541,"Bacon, Thomas, approximately 1700-1768",nr90021975,Author,Author,,,,,,,62|64,62|64,AAS,1x 1753,One edition.,,Evans 40646,https://catalog.mwa.org/vwebv/holdingsInfo?bibId=436457,https://catalog.mwa.org/vwebv/holdingsInfo?bibId=436457,,21733,JA,,
6682,192.006,"A sermon preached at the Parish Church of St. Peter’s, in Talbot County, Maryland : on Sunday the 14th of October, 1750. For the benefit of a charity working school to be set up in the said parish, for the maintenance and education of orphans and other poor children, and negroes. By the Reverend Thomas Bacon, rector of the said parish. Published at the request of the trustees. To which is added, copies of the proposals, rules, subscription roll, and other matters, and proceedings relating to the said school.",[1751],London: Printed by J. Oliver; and are to be sold for the benefit of the said charity school,4541,"Bacon, Thomas, approximately 1700-1768",nr90021975,Author,Author,,,,,376,376,,,ESTC,1x 1751,One edition.,,,https://datb.cerl.org/estc/T3236,http://estc.bl.uk/T3236,,21732,JA,,
6678,192.007,"Tract, addressed to masters and mistresses, on the subject of the religious instruction of their slaves; extracted from the sermons of the Rev. Thomas Bacon.",[1790?],[London?],4541,"Bacon, Thomas, approximately 1700-1768",nr90021975,Author,Author,,,,,,,65|62|64,62|64|65,ESTC,1x 1790,One edition.,,,https://datb.cerl.org/estc/N48327,http://estc.bl.uk/N48327,,21738,JA,,
6684,192.008,"Two sermons, preached to a congregation of black slaves, at the parish church of S.P. in the province of Maryland. By an American pastor.",1749.,London: printed by John Oliver,4541,"Bacon, Thomas, approximately 1700-1768",nr90021975,Author,Author,,,,,376|1706|2524|171,376|171|1706|2524,65|62|64,62|64|65,ESTC,"1x 1749 (London), 1x 1782 (London)","Two London editions, one in 1749 and one in 1782.",,Sabin 2687,https://datb.cerl.org/estc/T91509,http://estc.bl.uk/T91509,,21730,JA,,
6677,192.009,"Six sermons, on the several duties of masters, mistresses, slaves, &c. : Preached at the parish church of St. Peter, in Talbot County in the province of Maryland.",1751.,London: Printed by J. Oliver; And sold by B. Dod ...,4541,"Bacon, Thomas, approximately 1700-1768",nr90021975,Author,Author,,,,,2465|2525,2525|2467|2468,65|62|64,62|64|65,WC,1x 1751,One edition. A combination of the earlier Two Sermons (1749) and Four Sermons (1750); cross-listed with earlier Four Sermons by Sabin.,,Sabin 2685,http://www.worldcat.org/oclc/64017181,http://www.worldcat.org/oclc/64017181,,21742,JA,,
6666,176.011,"Sacred performances at the dedication of the Baptist meeting-house in Charlestown, May 12, 1801 : consisting of an introductory address, by Jedidiah Morse, D.D. a sermon, adapted to the occasion, by Samuel Stillman, D.D. and an address on the recognition of the church, by Thomas Baldwin, A.M.",[1801],"Boston: Printed by Manning & Loring, no. 2, Cornhill",4514,"Baldwin, Thomas, 1753-1825",n84024586,Contributor,Contributor,,,,,598|540|1070,1070|598|540,64,64,AAS,1x 1801,One edition.,,Sabin 12121|Sabin 50948|Shaw-Shoemaker 115|Shaw-Shoemaker 961|Shaw-Shoemaker 1281,https://catalog.mwa.org/vwebv/holdingsInfo?bibId=285581,https://catalog.mwa.org/vwebv/holdingsInfo?bibId=285581,,21771,JF,,
6649,176.013,"A sermon, delivered at Beverly, June 15, 1803 : at the installation of the Rev. Elisha Williams, to the pastoral care of the Baptist Church and congregation in that town.",1803.,"Boston: Printed by E. Lincoln, Water-Street",4514,"Baldwin, Thomas, 1753-1825",n84024586,Author,Author,,,,,2244,2244,64,64,AAS,1x 1803,One edition.,,Sabin 2921|Shaw-Shoemaker 3712,https://catalog.mwa.org/vwebv/holdingsInfo?bibId=273276,https://catalog.mwa.org/vwebv/holdingsInfo?bibId=273276,,21821,JF,,
6732,260.009,"View of the title to Indiana, a tract of country on the river Ohio, containing Indian conferences at Johnson-Hall in May, 1765; the deed of the Six Nations to the proprietors of Indiana; the minutes of the congress at Fort Stanwix, in October and November, 1768; the deed o the Indians, settling the boundary line between the English and Indians lands; and the opinion of counsel on the title of the proprietors of Indiana.",[1775],[Philadelphia?: s.n],4434,"Bancroft, Edward, 1744-1821",n84024587,Author,Co-Author,,,,,1491|1431|3043|2006,1431|1491|3043|2011,60|18|31|40,18|31|38|40|49|60,ESTC,"1x 1775 (Phiadelphia) , 1x 1776 (Philadelphia), 1x 1779 (Williamsburg, VA)","Three editions: one in 1775 ([Philadelphia]), one in 1776 (Philadelphia), one in 1779 (Williamsburg, VA). ESTC writes that Edward Bancroft claimed co-authorship with Wharton in a personal correspondence to Benjamin Franklin.",,Sabin 34579|Sabin 34580|Sabin 99854|Sabin 101150b|Evans 42983|Evans 15219|Howes W 308|Streeter III: 1296,https://datb.cerl.org/estc/W14122,http://estc.bl.uk/W14122,,21594,JF,,
5242,383.001,"Anecdotes secretes sur le 18 fructidor : et nouveaux mémoires des déportés a la Guiane, écrits par eux-mm̀es, et faisant suite au Journal de Ramel.",1797-1799?.,Paris: Chez Giguet et Ce,4300,"Barbé-Marbois, François, marquis de, 1745-1837",n83141373,Author,Author,,,,,1149|1191|1010|1187,1010|1187|1149|1191,,,WC,"1x 1797-1799 (Paris), 1x 1800 (Haag [Hague])","Two editions: one in Paris released between 1797 and 1799, and one in 1800 in Hagg [Haugue]. Barbé-Marbois's own recollections of the start of the Directory coup appear in the appendix.",,Sabin 1634|Sabin 67625,http://www.worldcat.org/oclc/5044243,http://www.worldcat.org/oclc/5044243,,27954,JA,,
5243,383.002,"Avis d'administration : Le réglement de MM. Coutard & de Marbois, & du Tribunal Terrier du 6 décembre 1785, a eu pour objet d'obvier par la publicité, aux abus auxquels pouvoient donner lieu les poursuites qui se sont pour parvenir à la reunion des terrains, ...",1789.,Port-au-Prince: de l'imprimerie de Mozard,4300,"Barbé-Marbois, François, marquis de, 1745-1837",n83141373,Author,Author,,,,,1541|2330|1550|2331|1312,2330|1541|1550|2331|1320,,,JCB,1x 1789 (Port-au-Prince),One edition.,,,https://bruknow.library.brown.edu/permalink/01BU_INST/15ov46e/alma9910043176497…,https://bruknow.library.brown.edu/permalink/01BU_INST/15ov46e/alma9910043176497…,,27955,JA,,
5244,383.003,Complot d'Arnold et de Sir Henry Clinton contre les États-Unis dAmérique et contre le général Washington : Septembre 1780 : orné de deux portraits et dune carte.,1816.,"Paris: P. Didot, laîné",4300|4250,"Barbé-Marbois, François, marquis de, 1745-1837",n83141373,Author,Author,,,,,280|2874|278|635,280|635|278|2875,,,APS,"1x 1816 (Paris), 1x 1817 (Philadelphia)","Two editions: one in Paris in 1816 and one in Philadelphia in 1817 (translated by Robert Walsh, APS 1812)","APS holds five copies: <a href=""http://opac.amphilsoc.org/cgi-bin/koha/opac-detail.pl?biblionumber=100684"">copy 1 </a>was inscribed and presented by the author; three copies [<a href=""http://opac.amphilsoc.org/cgi-bin/koha/opac-detail.pl?biblionumber=89209"">1</a>, <a href=""http://opac.amphilsoc.org/cgi-bin/koha/opac-detail.pl?biblionumber=28188"">2</a>, <a href=""http://opac.amphilsoc.org/cgi-bin/koha/opac-detail.pl?biblionumber=157642"">3</a>] were presented by William Smith Mason; the last contains his bookplate. The Walsh-translated 1817 Philadelphia edition appears <a href=""http://opac.amphilsoc.org/cgi-bin/koha/opac-detail.pl?biblionumber=122452"">here.</a>",Sabin 3302|Howes B114,http://opac.amphilsoc.org/cgi-bin/koha/opac-detail.pl?biblionumber=100684,http://opac.amphilsoc.org/cgi-bin/koha/opac-detail.pl?biblionumber=100684,http://opac.amphilsoc.org/cgi-bin/koha/opac-detail.pl?biblionumber=100684|http://opac.amphilsoc.org/cgi-bin/koha/opac-detail.pl?biblionumber=89209|http://opac.amphilsoc.org/cgi-bin/koha/opac-detail.pl?biblionumber=28188|http://opac.amphilsoc.org/cgi-bin/koha/opac-detail.pl?biblionumber=157642|https://opac.amphilsoc.org/cgi-bin/koha/opac-detail.pl?biblionumber=122452,27956,JA,,
5245,383.004,Conseil des anciens : motion d'ordre pour parvenir à la connoissance de la situation générale de la république ....,1795.,[Paris]: [Imprimerie nationale],4300,"Barbé-Marbois, François, marquis de, 1745-1837",n83141373,Author,Author,,,,,,,,,HARV,1x 1795 ([Paris]),One edition.,,,http://id.lib.harvard.edu/alma/990069539640203941/catalog,http://id.lib.harvard.edu/alma/990069539640203941/catalog,,27957,JA,,
5246,383.005,"Continuation de la visite des prisons du Département de la Seine-Inférieure : par un membre de la Société royale pur l'amélioration des prisons, en septembre 1822.",1822.,Paris: Imprimerie royale,4300,"Barbé-Marbois, François, marquis de, 1745-1837",n83141373,Author,Author,,,,,1149|2259,2259|1149,,,APS,1x 1822 (Paris),One edition.,"APS holds two copies. For the duplicate, see Pamphlets v.1107, no.5.",,http://opac.amphilsoc.org/cgi-bin/koha/opac-detail.pl?biblionumber=40470,http://opac.amphilsoc.org/cgi-bin/koha/opac-detail.pl?biblionumber=40470,http://opac.amphilsoc.org/cgi-bin/koha/opac-detail.pl?biblionumber=40470,27958,JA,,
5247,383.006,Corps législatif. Conseil des Anciens. Discours ... sur la résolution relative à la retenue sur les matières d'or & d'argent à convertir en espèces. Séance du 16 frimaire an 5.,1796.,Paris: Imprimerie nationale,4300,"Barbé-Marbois, François, marquis de, 1745-1837",n83141373,Author,Author,,,,,,,,,WC,1x 1796 (Paris),One edition.,,,http://www.worldcat.org/oclc/1061611991,http://www.worldcat.org/oclc/1061611991,,27959,JA,,
5248,383.007,"Corps législatif. Rapport fait au Conseil des Anciens ... au nom de la commission nommée par le Conseil sur la résolution du 28 pluviôse relative aux ouvrages qui doivent servir de livres élémentaires dans les écoles primaires. Séance du 30 ventôse, an 4.",1796.,Paris: Imprimerie nationale,4300,"Barbé-Marbois, François, marquis de, 1745-1837",n83141373,Author,Author,,,,,,,,,WC,1x 1796 (Paris),One edition.,,,http://www.worldcat.org/oclc/1061610413,http://www.worldcat.org/oclc/1061610413,,27960,JA,,
