nid,nid_old,heading,changed_from
2329,2329,Rationalism,
2331,2331,Real estate development,
2330,2330,Real estate development--Haiti,
2332,2332,Real property--New Jersey,
2333,2333,Real property--Pennsylvania,
2334,2334,Reason--Early works to 1800,
2335,2335,Recognition (International law),
2336,2336,Recruiting and enlistment,
2337,2337,Recueil de l'abbé Grégoire--affaires ecclésiastiques--(1791) ,
2338,2338,Reflecting telescopes,
2339,2339,"Reformation, Anniversaries, etc",
2340,2340,Reformed Protestant Dutch Church (U.S.)--Hymns,
2341,2341,Refraction,
2342,2342,Refugees,
2343,2343|2344,Regeneration (Theology),
2345,2345,Relations,
2346,2346,Relief prints,
8030,8030|2355,Religion,
2348,2348,Religion and politics--Early works to 1800,
2349,2349,Religion and sociology,
2353,2353,Religion and state,
2350,2350,Religion and state--Early works to 1800,
2351,2351,Religion and state--France,
2352,2352,Religion and state--Great Britain--Early works to 1800,
2354,2354,Religion in the public schools,
2347,2347,Religion--Philosophy,
2356,2356,Religions,
2357,2357,Religious aspects of war,
2358,2358,Religious education--Sermons,
2359,2359,Religious gatherings--Early works to 1800,
2360,2360,Religious tolerance--Great Britain--18th century,
2361,2361,Representative government and representation--Pennsylvania,
2364,2364,Reptiles,
2362,2362,Reptiles--Dictionaries--French,
2363,2363,Reptiles--Early works to 1800,
2365,2365,Republic of the United Netherlands,
2366,2366,Republics,
2367,2367,Research,
2368,2368,Respiration--Early works to 1800,
2370,2370,Restitution,
2369,2369,Restitution--Haiti,
2371,2371,Resurrection,
2373,2373,Revelation,
2372,2372,Revelation--Early works to 1800,
2374,2374,Revenue--Government policy--France,
2375,2375,Revenue--Ireland--Early works to 1800,
2377,2377,Revivals,
2376,2376,Revivals--Kentucky,
2378,2378,Revolutions,
2379,2379,Rhode Island--Politics and government--To 1775,
2380,2380,Righteousness--Early works to 1800,
2383,2383,Riots,
2381,2381,Riots--England--Birmingham,
2382,2382,Riots--Pennsylvania--Philadelphia,
2384,2384,Roads--Design and construction,
2385,2385,Robbery--New Jersey,
2386,2386,"Roberts, Joseph, 1720-1811",
2387,2387,"Rohan-Guémené, Louis-René-édouard, prince de, 1734-1803",
2388,2388|111,Royal Society (Great Britain),
2389,2389,"Rumsey, James, 1743?-1792. Plan wherein the power of steam is fully shewn",
2390,2390,Russia (Federation),
1218,1218,Russia--Cartography--Early works to 1800,
2391,2391,Sabbath,
112,112,"Sage, Balthazar Georges, 1740-1824",
2393,2393,Sailors,
2392,2392,Sailors--United States,
7883,7883,Sails,
2394,2394,Salaires--Femmes--Angleterre,
2395,2395,Salaires--Travailleurs du textile--Angleterre,
2398,2398,Salt,
2397,2397,Salt mines and mining,
2396,2396,Salt mines and mining--France--Early works to 1800,
2406,2406|2407,Saltpeter,
2399,2399|2400,Saltpeter--Early works to 1800,
2405,2405,Saltpeter industry,
2401,2401,Saltpeter industry--Early works to 1800,
2404,2404,Saltpeter industry--France,
2402,2402|2403,Saltpeter industry--France--Early works to 1800,
2408,2408,Salvation,
2409,2409,Salzburg (Austria)--Description and travel--Early works to 1800,
2410,2410,Sammelbands (Provenance),
2411,2411,Sanitary engineering--Early works to 1800,
2415,2415,Santo Domingo,
2412,2412,Santo Domingo (Dominican Republic),
2413,2413,Santo Domingo (Dominican Republic)--Maps,
2414,2414,Santo Domingo (Dominican Republic)--Politics and government,
2416,2416,"Santuario de Santa MariÌa--Covadonga, Spain",
2418,2418|2419,Satellites,
2417,2417,Satellites--Early works to 1800,
2420,2420,Satisfaction for sin--Early works to 1800,
2421,2421,Saturn (Planet),
2422,2422,Saturn (Planet)--Early works to 1800,
2423,2423,Saturn (Planet)--Satellites--Early works to 1800,
2424,2424,Meskwaki--Treaties,Sauk Indians--Treaties
2425,2425,"Savile, George,--Sir,--1726-1784",
2426,2426,Scanie (Suède)--Descriptions et voyages,
2427,2427,School discipline,
2434,2434,Science,
2433,2433,"Science, France, 18th century",
2432,2432,Science and civilization,
2428,2428|2429,Science--Early works to 1800,
2435,2435,Sciences--Associations,
2437,2437,Sciences naturelles--Suède--Öland,
2438,2438,Sciences naturelles--Suède--Scanie,
2430,2430,"Science--Societies, etc",
2436,2436,Sciences--Ouvrages avant 1800,
2431,2431,Science--Study and teaching--Early works to 1800,
2441,2441,Scientific apparatus and instruments,
2439,2439,Scientific apparatus and instruments--19th century,
2440,2440,Scientific apparatus and instruments--Early works to 1800,
2443,2443,Scientists,
2442,2442,Scientists--France--Biography,
2444,2444,Scotland--Social life and customs--17th century--Sources,
2445,2445,Scotland--Social life and customs--18th century--Sources,
2447,2447,Seawater,
2446,2446,Seawater--Therapeutic use,
2448,2448,Seditious libel--New York (State),
2450,2450,Seeds,
2449,2449,Seeds--Early works to 1800,
2451,2451,Senegal,
2452,2452,Senses and sensation,
2453,2453,Sericulture,
2472,2472,Sermons,
2465,2465|2466|2467|2468,"Sermons, American",
2460,2460|113,"Sermons, American--18th century",
2461,2461,"Sermons, American--19th century",
2462,2462,"Sermons, American--Connecticut--Hartford",
2463,2463,"Sermons, American--Early works to 1800",
2464,2464,"Sermons, American--Massachusetts--Boston",
2471,2471,"Sermons, English",
2469,2469,"Sermons, English--18th century",
2470,2470,"Sermons, English--England--Hackney (London)--18th century",
2454,2454,Sermons--1737,
2457,2457,Sermons anglais--18e siècle,
2458,2458,Sermons d'adieu,
2455,2455,Sermons--Pennsylvania--Philadelphia--18th century,
2459,2459,Sermons pour l'ordination,
2456,2456,Sermons--United States--Periodicals--Early works to 1800,
2473,2473,Seventh-Day Baptists--Pennsylvania,
2474,2474,Sextant,
2475,2475,Sexual ethics for youth,
2477,2477,Sexually transmitted diseases,
2476,2476,Sexually Transmitted Diseases--Early works to 1800,
2479,2479,Shawnee,Shawnee Indians
2478,2478,Shawnee--Treaties,Shawnee Indians--Treaties
2481,2481|2482,Sheep,
2480,2480,Sheep--Breeding,
2483,2483,"Sherlock, Thomas, 1678-1761. Letter to the Lords of Trade dated 14 June, 1759",
7901,7901,Shipbuilding,
7873,7873,Ships,
7871,7871,"Ships, Ancient",
7866,7866,"Ships, Ancient--Early works to 1800",
7885,7885,Ships--Early works to 1800,
2484,2484,"Shirley, William, 1694-1771",
2485,2485,Shorelines--Scotland--Early works to 1800,
2486,2486,"Short introduction to grammar, for the use of the college and academy in Philadelphia",
2487,2487,Shrubs--United States,
2488,2488,Sick,
2490,2490,Signals and signaling,
2489,2489,Signals and signaling--Early works to 1800,
2493,2493,Silk,
2492,2492,Silk industry,
2491,2491,Silk industry--United States,
2495,2495,Silkworms,
2494,2494,Silkworms--Breeding,
2496,2496,Silver coins--United States,
2497,2497,Simarubaceae--Early works to 1800,
2500,2500,Sinking-funds,
2499,2499,Sinking-funds--Great Britain,
2501,2501,Sinnamary (French Guiana)--History,
2498,2498,Sin--Sermons--Early works to 1800,
2502,2502,Skåne (Sweden)--Description and travel,
2504,2504,Skeleton,
2503,2503,Skeleton--Early works to 1800,
2520,2520,Slavery,
2519,2519,Slavery and the church--Society of Friends,
2509,2509,Slavery--Colonies--France,
2510,2510,Slavery--Haiti,
2511,2511,Slavery--Justification--Great Britain,
2512,2512,Slavery--Law and legislation--France,
2515,2515|2516,Slavery--United States,
2513,2513,Slavery--United States--Controversial literature,
2514,2514,Slavery--United States--Early works to 1800,
2517,2517|2518,Slavery--West Indies,
2521,2521,Enslaved persons--Diseases--West Indies,Slaves--Diseases--West Indies
2522,2522,Enslaved persons--Haiti,Slaves--Haiti
2523,2523,Enslaved persons--Medical care--West Indies,Slaves--Medical care--West Indies
2468,2468,Enslaved persons--Social conditions,Slaves--Social conditions
2525,2525,Enslaved persons--United States--Social conditions,Slaves--United States--Social conditions
2524,2524,Enslaved persons--United States--Social conditions--Early works to 1800,Slaves--United States--Social conditions--Early works to 1800
2505,2505,Slave trade--France,
2506,2506,Slave trade--South Carolina,
2508,2508,Slave trade--West Indies,
2507,2507,"Slave trade--West Indies, British",
2529,2529,Smallpox,
2527,2527|2528,Smallpox--Vaccination,
8002,8002,Smallpox--Vaccination--Early works to 1800,
2526,2526,Smallpox--Vaccination--Pennsylvania--Philadelphia,
2530,2530,"Smith, Adam, 1723-1790 Theory of moral sentiments",
2531,2531|120,"Smith, Hezekiah, 1737-1805",
2533,2533,"Smith, William, 1727-1803",
2534,2534,"Smith, William, 1727-1803. Brief state of the province of Pennsylvania",
2535,2535,"Smith, William, 1727-1803. Brief view of the conduct of Pennsylvania",
2532,2532,"Smith, William,--1727-1803--Sermons",
2536,2536,Smuggling--Rhode Island,
2539,2539,Snakes,
2537,2537,Snakes--Dictionaries--French,
2538,2538,Snakes--Early works to 1800,
2540,2540,"Snyder, Simon, 1759-1819",
2541,2541,Social conditions,
2542,2542,Social groups,
2543,2543|2544,Social history,
2548,2548,Societies,
2546,2546,"Societies, Medical",
2547,2547,"Societies, Scientific",
2545,2545,Societies--Early works to 1800,
2565,2565,Society of Friends,
2550,2550,Society of Friends--Controversial literature,
2549,2549,Society of Friends--Controversial literature--Early works to 1800,
2551,2551|2552,Society of Friends--Early works to 1800,
2554,2554,Society of Friends--Education,
2553,2553,Society of Friends--Education--Early works to 1800,
2555,2555,Society of Friends--History--Early works to 1800,
2556,2556,Society of Friends--New Jersey,
2557,2557,Society of Friends--Pastoral letters and charges,
2559,2559|2560,Society of Friends--Pennsylvania,
2558,2558,Society of Friends--Pennsylvania--History,
2561,2561,Society of Friends--Political activity--Pennsylvania,
2562,2562,Society of Friends--Politics and government,
2563,2563,Society of Friends--Records and correspondence--Early works to 1800,
2564,2564,Society of Friends--United States--Early works to 1800,
2566,2566,Sociology,
2567,2567,Soils,
2568,2568,Solar cosmic rays--Early works to 1800,
2571,2571,Solar eclipses,
2569,2569,Solar eclipses--1764,
2570,2570,Solar eclipses--Early works to 1800,
2572,2572,Solar flares,
2577,2577,Solar system,
2573,2573,Solar System (Motion in space),
2574,2574|2575,Solar system--Early works to 1800,
2576,2576,Solar system--Vesta (Asteroid),
2578,2578,Soldiers--Conduct of life,
2579,2579,Soldiers--Medical care,
2580,2580,Soldiers--Religious life,
2581,2581,Songs (High voice) with harpsichord,
2582,2582,Soul,
2583,2583|2584,Sources,
2585,2585,South America--Description and travel--Early works to 1800,
2586,2586,South America--Maps,
2587,2587,South Carolina--Climate,
2588,2588,"South Carolina--History--Colonial period, ca. 1600-1775",
2589,2589,South Carolina--Politics and government--To 1775,
2590,2590,Southern boundary of the United States,
2592,2592,Southern States,
2591,2591,Southern States--Description and travel,
2593,2593,"Southwest, Old--Description and travel",
2594,2594,"Southwest, Old--History",
2595,2595,"Sower, Christopher, 1721-1784. Wertheste landes-leute, sonderlich in Philadelphia Bucks und Bercks-Caunty",
2601,2601,Spain,
2596,2596,Spain--Commercial policy--History,
2597,2597,Spain--Economic conditions--18th century,
2598,2598,Spain--Foreign relations--United States,
2599,2599,"Spain--History--Charles III, 1759-1788",
2600,2600,Spain--Madrid,
2602,2602,Spanish colonies,
2603,2603,Specimens,
2604,2604,"Speeches, addresses, etc., English--Early works to 1800",
2605,2605,"Speeches, addresses, etc., French",
2607,2607,Spherical astronomy,
2606,2606,Spherical astronomy--Early works to 1800,
2608,2608,Spies--United States,
2609,2609,Sponges,
2610,2610,Spouses of clergy--Pensions--Scotland,
2612,2612,"St. Clair, Arthur, 1734-1818--Claims vs. United States",
2611,2611,"St. Clair's Campaign, 1791",
2613,2613,"St. James's Church (Philadelphia, Pa.)",
2614,2614,"St. Peter’s Church (Philadelphia, PA)",
2615,2615,Stadholders,
2616,2616,"Stamp act, 1765",
2617,2617,Stare druki,
2626,2626,Stars,
2618,2618,Stars--18th century--Observations,
2620,2620,Stars--Catalogs,
2619,2619,Stars--Catalogs--Early works to 1800,
2621,2621,Stars--Clusters--Catalogs,
2622,2622,Stars--Early works to 1800,
2623,2623,Stars--Luminosity function--Early works to 1800,
2625,2625,Stars--Observations,
2624,2624,Stars--Observations--Early works to 1800,
2627,2627,State rights,
2628,2628,States' rights (American politics),
2629,2629,Statesmen,
2630,2630,Statutes--Ireland,
2634,2634,Steamboats,
2632,2632,Steam-engines,
2631,2631,Steam-engines--Design,
2633,2633,Steam-navigation--United States--History,
2635,2635,"Steuart, Andrew, -1769",
2636,2636,"Stillman, Mary, 1711-1768",
2638,2638,"Stillman, Samuel, 1738-1807",
2637,2637,"Stillman, Samuel, 1738-1807--Portraits",
2639,2639,Stockbridge-Munsee--Treaties,Stockbridge Indians--Treaties
2640,2640,"Stockholders, France, Attitudes, Early works to 1800",
2641,2641,Stone-cutting--Early works to 1800,
2643,2643,"Stoves, Wood",
2642,2642,Stoves--Early works to 1800,
2644,2644,Students--Recreation,
2645,2645|2646,Success,
2647,2647,Suède--Descriptions et voyages,
2648,2648,Suffering,
2650,2650,Sugar,
2651,2651,Sugarcane,
2649,2649,Sugar trade--Rhode Island,
2652,2652|2655,Sun,
2658,2658,Sunday,
2656,2656,Sunday--Religious aspects--Quakers--Early works to 1800,
2657,2657,Sunday schools--Pennsylvania--Philadelphia,
2659,2659|2660,Sundials,
2653,2653,Sun--Early works to 1800,
2654,2654,Sun--Tables,
2662,2662,Surgeons,
2661,2661,Surgeons--France--18th century,
2663,2663,"Surgery, Naval",
2664,2664,Surveying--Instruments,
2665,2665,Surveying--New Jersey,
2666,2666,Surveying--United States,
2667,2667,Surveyors--New Jersey,
2668,2668,"Susquehanna Claim, 1753-1808",
2675,2675|2676,Sweden,
2669,2669,Sweden--Foreign relations--Great Britain,
2670,2670,Sweden--Gotlands län,
2671,2671,"Sweden--History--Christina, 1632-1654",
2672,2672,Sweden--Manufactures,
2673,2673,Sweden--Öland,
2674,2674,Sweden--Skåne,
2678,2678,Switzerland,
2677,2677,Switzerland--Foreign relations--France,
2679,2679,Syphilis,
2680,2680,Tactics,
2681,2681,Tanning--Early works to 1800,
2682,2682,Tar,
2691,2691,Tariff,
2684,2684,Tariff--Law and legislation,
2683,2683,Tariff--Law and legislation--France,
2685,2685|2686,Tariff--Maryland,
2687,2687,Tariff--New York (State),
2689,2689,Tariff on books,
2690,2690,"Tariff on locks and keys, France",
2688,2688,Tariff--United States,
2693,2693,Tax administration and procedure,
2692,2692,Tax administration and procedure--France--Early works to 1800,
2702,2702,Taxation,
2695,2695,Taxation--Connecticut,
8008,8008,Taxation--England--Early works to 1800,
2697,2697,Taxation--France,
2696,2696,Taxation--France--Early works to 1800,
2699,2699,Taxation--Law and legislation,
2698,2698,Taxation--Law and legislation--Spain--History--18th century--Sources,
2701,2701,Taxation--United States,
2700,2700,Taxation--United States--History--18th century,
2694,2694,Tax collection,
2703,2703,Tea tax (American colonies),
2704,2704,Technology,
2706,2706|2707,Telescopes,
2705,2705,Telescopes--Early works to 1800,
2708,2708,Temperance,
2709,2709,Temperature measurements,
2710,2710,Templars,
2711,2711,"Tennent, Gilbert, 1703-1764. Late association for defence, farther encourag’d",
2712,2712,Tennessee. Militia,
2713,2713,Tetanus,
2715,2715,Textbooks,
2714,2714,Textbooks--France--Early works to 1800,
2716,2716,Thames River (England),
2718,2718,Thanksgiving Day addresses,
2717,2717,Thanksgiving Day addresses--Early works to 1800,
2719,2719,"Thayer, Ebenezer, 1734-1792",
2720,2720,The Netherlands,
2723,2723,Theological seminaries,
2722,2722,Theological seminaries--New York (State),
2721,2721,Theological seminaries--New York (State)--New York,
2734,2734,Théologie dogmatique,
2728,2728|2729,Theology,
2725,2725|2726,"Theology, Doctrinal",
2724,2724,"Theology, Doctrinal--Early works to 1800",
2727,2727,"Theology, Practical",
2732,2732,Therapeutics,
2730,2730|2731,Therapeutics--Early works to 1800,
2733,2733,Thermometers,
2735,2735,Thieves--Massachusetts,
2736,2736,Thirst,
2737,2737,Thunderstorm electricity--Scotland--Early works to 1800,
2739,2739,Thunderstorms,
2738,2738,Thunderstorms--Scotland--Early works to 1800,
2740,2740,"Thurston, James, 1769-1835",
2741,2741,"Thurston, James, Rev'd",
2742,2742,Tides--Thames River,
2743,2743,"Time, Equation of",
2754,2754,"Titian, approximately 1488-1576",
2758,2758,Tobacco,
2756,2756,Tobacco industry--France,
2755,2755,Tobacco industry--France--Early works to 1800,
2757,2757,Tobacco--Taxation--France--Early works to 1800,
2759,2759|2760,Tonnage fees--Maryland,
2761,2761,Trädgårdsskötsel--Sverige,
2762,2762,Travailleuses du textile--Angleterre,
2763,2763|2764|2765,Travel,
2766,2766,Treason--United States,
2767,2767,Treaties--France--1784,
2768,2768,Treaties--United States--1784,
2769,2769,Trees--United States,
114,114,Tremella,
2779,2779,"Trials, litigation, etc",
2770,2770,Trials (Blasphemy)--United States,
2771,2771,Trials (Conspiracy)--New York (State)--New York,
2772,2772,Trials (Espionage)--United States,
2774,2774,Trials (Impeachment)--Pennsylvania,
2773,2773,Trials (Impeachment)--Pennsylvania--Early works to 1800,
2775,2775,Trials (Libel)--New York (State)--New York,
2776,2776,Trials (Libel)--Pennsylvania,
2777,2777,Trials (Military offenses)--United States,
2778,2778,Trials--Slander--Spain,
2780,2780,Trigonometrical functions--Tables,
2782,2782,Trinity,
2781,2781,"Trinity Church (New York, New York)",
2783,2783,Tripoli (Libya)--Foreign relations--United States,
2786,2786,Tropical medicine,
2784,2784,Tropical medicine--Early works to 1800,
2785,2785,Tropical medicine--West Indies,
7816,7816,"True exposition of the doctrine of the Catholic Church, touching the sacrament of penance",
2787,2787,"Trusdell, William",
2788,2788,Tuberculosis,
2789,2789,"Tucker, Josiah, 1712-1799. Dispassionate thoughts on the American war",
2790,2790,Tune-books,
2791,2791,Tuning,
2794,2794,Tunisia,
2792,2792,Tunisia--Carthage (Extinct city),
2793,2793,Tunisia--Foreign relations--United States,
2795,2795,"Two-penny act, Virginia, 1758",
1219,1219,Ulm (Germany)--Early works to 1800,
2797,2797,Ulmer Münster,
1873,1873,Ulmer Münster--Early works to 1800,
2796,2796,Ulmer Münster--History--Early works to 1800,
2798,2798,Unitarian churches--England--Clergy--Early works to 1800,
2800,2800,Unitarian churches in England--Clergy,
2799,2799,Unitarian churches--Sermons--Early works to 1800,
2805,2805|2804,Unitarianism,
2802,2802,Unitarianism--Early works to 1800,
2803,2803,Unitarianism--Great Britain.--Controversial literature,
2801,2801,Unitarian Universalist churches--Catechisms,
2939,2939|2940,United States,
2942,2942,United States. Army,
2946,2946|2947,United States. Army. Infantry,
2943,2943,United States. Army. Infantry--Discipline,
2944,2944|2945,United States. Army. Infantry--Drill and tactics,
2941,2941,United States. Army--Regulations,
2948,2948,United States. Commissioners of the City of Washington,
2950,2950,United States. Congress. Senate--Rules and practice,
2949,2949,"United States. Congress (10th, 1st session : 1807-1808). Senate. Report of the Committee to whom was referred the petition of General Arthur St. Clair",
2951,2951,United States. Constitution,
2952,2952,United States. Continental Army--Drill and tactics,
2953,2953,United States. Continental Army--Sanitary affairs,
2954,2954,United States. Continental Congress,
2955,2955,United States. Department of State,
2956,2956,United States. Supreme Court,
2806,2806,United States--Atlantic States,
2807,2807,United States--Biography,
2808,2808,United States--Boundaries,
2933,2933,"United States Capitol (Washington, D.C.)",
2810,2810,United States--Civilization,
2809,2809,United States--Civilization--18th century,
2812,2812,United States--Claims,
2811,2811,United States--Claims vs. Spain,
2816,2816|2817,United States--Commerce,
2813,2813,United States--Commerce--Early works to 1800,
2814,2814,United States--Commerce--Great Britain,
2815,2815,"United States--Commerce--West Indies, British",
2818,2818,United States--Commercial policy,
2819,2819,United States--Constitution--Early works to 1800,
2820,2820,United States--Defenses,
2821,2821,United States--Description and travel,
2822,2822,United States--Economic conditions--To 1865,
2823,2823,United States--Economic history--18th century--Periodicals--Early works to 1800,
2824,2824,United States--Emigration and immigration,
2936,2936|2825,United States--Foreign relations--1775-1783,
2826,2826,United States--Foreign relations--1783-1815,
2827,2827,United States--Foreign relations--1789-1797,
2828,2828,United States--Foreign relations--1789-1809,
2829,2829,United States--Foreign relations--1801-1809,
2830,2830,United States--Foreign relations--France,
2832,2832,United States--Foreign relations--Great Britain,
2831,2831,United States--Foreign relations--Great Britain--Early works to 1800,
2833,2833,United States--Foreign relations--Libya--Tripoli,
2834,2834,United States--Foreign relations--Netherlands,
2835,2835,United States--Foreign relations--Spain,
2836,2836,United States--Foreign relations--Treaties,
2837,2837,United States--Foreign relations--West Indies,
2892,2892|2893,United States--History,
2838,2838,United States--History--1783-1815,
2839,2839,United States--History--1797-1801,
2840,2840,United States--History--1801-1809,
2845,2845,"United States--History--Colonial period, ca. 1600-1775",
2841,2841,"United States--History--Colonial period, ca. 1600-1775--Biography",
2842,2842,"United States--History--Colonial period, ca. 1600-1775--Fiction",
2843,2843,"United States--History--Colonial period, ca. 1600-1775--Periodicals--Early works to 1800",
2844,2844,"United States--History--Colonial period, ca. 1600-1775--Sources",
2846,2846,"United States--History--Constitutional period, 1789-1809",
2847,2847,"United States--History--Foreign public opinion--Revolution, 1775-1783",
2849,2849,"United States--History--French and Indian War, 1754-1763",
2848,2848|2850,"United States--History--French and Indian War, 1754-1763--Campaigns",
2856,2856,"United States--History--French and Indian War, 1755-1763",
2851,2851,"United States--History--French and Indian War, 1755-1763--Causes",
2852,2852,"United States--History--French and Indian War, 1755-1763--Early works to 1800",
2853,2853,"United States--History--French and Indian War, 1755-1763--Economic aspects",
2854,2854,"United States--History--French and Indian War, 1755-1763--Sermons",
2855,2855,"United States--History--French and Indian War, 1755-1763--Society of Friends",
2857,2857,"United States--History--King George's War, 1744-1748",
2887,2887|2858|2886,"United States--History--Revolution, 1775-1783",
2937,2937,"United States--History--Revolution, 1775-1783--Biography",
2861,2861|84,"United States--History--Revolution, 1775-1783--Biography--Portraits",
2862,2862,"United States--History--Revolution, 1775-1783--British forces",
2859,2859|2863|2864,"United States--History--Revolution, 1775-1783--Causes",
2865,2865,"United States--History--Revolution, 1775-1783--Claims",
2866,2866,"United States--History--Revolution, 1775-1783--Conscientious objectors",
2867,2867|2935,"United States--History--Revolution, 1775-1783--Destruction and pillage",
2868,2868,"United States--History--Revolution, 1775-1783--Early works to 1800",
2869,2869,"United States--History--Revolution, 1775-1783--Economic aspects",
2870,2870,"United States--History--Revolution, 1775-1783--Fiction",
2871,2871,"United States--History--Revolution, 1775-1783--Foreign public opinion",
2872,2872,"United States--History--Revolution, 1775-1783--Medical care",
2873,2873,"United States--History--Revolution, 1775-1783--Naval operations",
2874,2874|2875,"United States--History--Revolution, 1775-1783--Personal histories",
2876,2876|2877,"United States--History--Revolution, 1775-1783--Personal narratives, British",
2878,2878|2938,"United States--History--Revolution, 1775-1783--Poetry",
2879,2879,"United States--History--Revolution, 1775-1783--Incarcerated persons","United States--History--Revolution, 1775-1783--Prisoners and prisons"
2880,2880,"United States--History--Revolution, 1775-1783--Religious aspects",
2881,2881,"United States--History--Revolution, 1775-1783--Satire",
2882,2882,"United States--History--Revolution, 1775-1783--Sermons",
2883,2883,"United States--History--Revolution, 1775-1783--Societies, etc",
2884,2884,"United States--History--Revolution, 1775-1783--Songs and music",
2885,2885,"United States--History--Revolution, 1775-1783--Sources",
2888,2888,"United States--History--Revolutionary War, 1775-1783--Periodicals--Early works to 1800",
2860,2860,United States--History--Revolution--Medical and sanitary affairs,
2889,2889,United States--History--Sermons--Early works to 1800,
2890,2890,"United States--History--Tripolitan War, 1801-1805--Prizes, etc",
2891,2891,United States--History--War of 1812,
2894,2894,United States--Influence,
2895,2895,United States--Intellectual life--18th century,
2896,2896,United States--Maps,
2897,2897,United States--Military policy,
2899,2899,United States--Militia,
2898,2898,"United States--Militia--Handbooks, manuals, etc",
2934,2934,United States Mint,
2900,2900,United States--Officials and employees,
2927,2927,United States--Politics and government,
2901,2901|2902,United States--Politics and government--1754-1763,
2905,2905|2906,United States--Politics and government--1775-1783,
2903,2903,"United States--Politics and government--1775-1783--Anecdotes, facetiae, satire, etc",
2904,2904,United States--Politics and government--1775-1783--Early works to 1800,
2907,2907,United States--Politics and government--1783-1789,
2908,2908,United States--Politics and government--1783-1809,
2909,2909,United States--Politics and government--1783-1865,
2910,2910|2911,United States--Politics and government--1789-1797,
2913,2913,United States--Politics and government--1789-1809,
2912,2912,United States--Politics and government--1789-1809--Periodicals--Early works to 1800,
2914,2914,United States--Politics and government--1789-1815,
2918,2918,United States--Politics and government--1797-1801,
2915,2915|2916,United States--Politics and government--1797-1801--Poetry,
2917,2917,United States--Politics and government--1797-1801--Sources,
2919,2919,United States--Politics and government--1801-1809,
2926,2926,United States--Politics and government--1801-1815,
2920,2920,United States--Politics and government--1812-1815,
2921,2921,United States--Politics and government--1825-1829,
2922,2922,United States--Politics and government--Colonial period,
2923,2923,United States--Politics and government--Early works to 1800,
2924,2924|2925,United States--Politics and government--To 1775,
2928,2928,United States--Population,
2929,2929,United States--Registers,
2930,2930,United States--Religious life and customs,
2931,2931,United States--Surveys,
2932,2932,United States--Wabash River,
2957,2957,Universities and colleges--Curricula,
2958,2958,Universities and colleges--New Jersey--Princeton,
2959,2959,Universities and colleges--New York (State),
2960,2960,Universities and colleges--Planning,
2961,2961,Universities and colleges--Virginia--Charlottesville,
2963,2963,University of Pennsylvania,
2962,2962|664,University of Pennsylvania--History,
2965,2965,University of Virginia,
2964,2964,University of Virginia--History--Sources,
2966,2966,Uranus (Planet),
2967,2967,Uranus (Planet)--Observations,
2969,2969,Uranus (Planet)--Satellites,
2968,2968,Uranus (Planet)--Satellites--Early works to 1800,
2970,2970,Urinary Bladder--surgery,
8005,8005,Urinary organs--Calculi--Early works to 1800,
2971,2971,Uterine hemorrhage,
2972,2972,Uterus--Diseases,
2974,2974,Vaccination,
2973,2973,Vaccination--History,
2975,2975,Variable stars--Early works to 1800,
115,115,Venoms,
8115,8115,Ventilation,
2983,2983,Venus (Planet),
2976,2976,Venus (Planet)--Atmosphere--Early works to 1800,
2977,2977,Venus (Planet)--Early works to 1800,
2978,2978,Venus (Planet)--Observations--Early works to 1800,
2979,2979|2980,Venus (Planet)--Transit--1761,
2981,2981|2982,Venus (Planet)--Transit--1769,
2984,2984,Vermont--History,
2985,2985,Vermont--Registers,
2986,2986,"Verse satire, English--Early works to 1800",
2987,2987,Vice--Religious aspects--Early works to 1800,
2989,2989,Vinegar--Great Britain--Early works to 1800,
2988,2988,"Vin--framställning, tillverkning, etc",
2996,2996|2997,Virginia,
2990,2990,Virginia--Church history,
2991,2991,"Virginia--History--Colonial period, ca. 1600-1775",
2995,2995,Virginia--Politics and government,
2992,2992,Virginia--Politics and government--1775-1783,
2993,2993,Virginia--Politics and government--1775-1865,
2994,2994,Virginia--Politics and government--To 1775,
2998,2998,Voting,
3000,3000,Voyages and travels,
2999,2999,Voyages and travels--Early works to 1800,
3002,3002,Voyages around the world,
3001,3001,Voyages around the world--Early works to 1800,
3003,3003,Voyages autour du monde,
3005,3005,Wages--Textile workers,
3004,3004,Wages--Textile workers--England,
3007,3007,Wages--Women,
3006,3006,Wages--Women--England,
3008,3008,Walpole grant,
3010,3010|3011,"War, Maritime (International law)",
3012,3012,"Ward, Samuel, 1725-1776",
3009,3009,War--Religious aspects,
3022,3022,"Washington, George, 1732-1799",
3021,3021,"Washington, George, 1732-1799, Poetry",
3018,3018,"Washington, George, 1732-1799--Correspondence",
3019,3019,"Washington, George, 1732-1799--Death and burial",
3020,3020,"Washington, George, 1732-1799--Societies, etc",
3017,3017,"Washington's Expedition to the Ohio, 1st, 1753-1754",
3013,3013,Washington (D.C.),
3014,3014,Washington (D.C.)--Maps,
3015,3015,Washington Benevolent Society of Pennsylvania,
3016,3016,"Washington College (Chestertown, MD)--History--Early works to 1800",
3025,3025,"Water, Analysis",
117,117,"Water, Analysis, Early works to 1800",
7977,7977|3023,Water--Composition,
3024,3024,Water--Early works to 1800,
7978,7978,Water--Experiments,
118,118,"Waterman, Thomas, 1774-1814",
3026,3026,Water-supply--Penn.--Philadelphia,
116,116,"Water vapor transport, Early works to 1800",
3027,3027,Wealth,
